DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT21,WT22
1/1/2011,7.16,1323,1342,0.01,0,0,,58,34,200,190,17,21,1,,,,,,1,,,1,,,1,,,,
1/2/2011,10.96,440,438,0.06,0,0,,59,34,330,330,23,28,1,,,,,,,,,1,,,1,,,,
1/3/2011,10.29,306,305,0,0,0,,41,28,310,320,21.9,28,,,,,,,,,,,,,,,,,
1/4/2011,6.49,954,953,0,0,0,,43,25,210,210,15,17,,,,,,,,,,,,,,,,,
1/5/2011,8.5,955,250,0,0,0,,43,31,340,310,17,23,,,,,,,,,,,,,,,,,
1/6/2011,4.7,1221,2218,0,0,0,,41,28,300,170,14.1,17,,,,,,,,,,,,,,,1,,
1/7/2011,7.16,905,1029,0,0,0,,35,31,320,280,17,23,,,,,,,,,,,,,,,1,,
1/8/2011,11.41,1518,1517,0.02,0.4,0,,35,24,320,320,25.9,36.9,1,1,,,,,,,,1,,,,,1,,1
1/9/2011,14.99,1625,852,0,0,0,,36,23,300,300,25.9,36,,,,,,,,,,,,,,,,,
1/10/2011,8.95,1257,930,0,0,0,,35,25,340,340,16.1,21.9,,,,,,,,,,,,,,,,,
1/11/2011,4.03,1639,1635,0.11,1,0,,34,28,120,120,10.1,13,1,,,,,,1,,,,1,1,1,,1,,
1/12/2011,12.53,1412,2143,0,0,1,,36,27,320,320,28,40.9,,,,,,,,,,,,,,,,,
1/13/2011,12.3,1103,1057,0,0,0,,37,26,310,320,25.1,33.1,,,,,,,,,,,,,,,,,
1/14/2011,5.37,1249,1249,0,0,0,,37,23,290,280,17,23.9,,,,,,,,,,,,,,,,,
1/15/2011,6.49,1427,1501,0,0,0,,46,28,190,210,16.1,21,,,,,,,,,,,,,,,,,
1/16/2011,8.5,746,745,0,0,0,,42,31,340,350,23,25.1,,,,,,,,,,,,,,,,,
1/17/2011,8.05,2226,2226,0.24,0.2,0,,33,29,50,50,14.1,16.1,1,,,1,,,,,,,,,1,1,1,,
1/18/2011,8.5,750,749,0.19,0,0,,36,30,320,320,17.9,21.9,1,,,1,,,,,,,1,,1,1,,,
1/19/2011,8.72,2253,1925,0.02,0,0,,53,35,320,310,21.9,30,1,1,,,,,1,,,,1,,1,,,,
1/20/2011,8.5,5,5,0,0,0,,44,35,310,310,19.9,25.9,,,,,,,,,,,,,,,1,,
1/21/2011,14.32,1301,1334,0.01,0.1,0,,39,20,280,330,29.1,38,1,,,,,,,,,,,,1,,1,,
1/22/2011,7.38,32,31,0,0,0,,28,17,330,330,23,29.1,,,,,,,,,,,,,,,,,
1/23/2011,10.07,1418,1514,0,0,0,,32,18,330,320,21.9,28,,,,,,,,,,,,,,,,,
1/24/2011,6.93,1531,257,0,0,0,,32,17,180,20,14.1,17,,,,,,,,,,,,,,,,,
1/25/2011,5.37,216,215,0,0,0,,46,29,180,180,14.1,16.1,,,,,,,,,,,,,,,,,
1/26/2011,12.75,2333,934,1.52,5,0,,37,33,320,20,21.9,40.9,1,1,1,1,,,,,,,1,,,,1,,
1/27/2011,7.83,504,503,0,0,4,,37,31,320,310,21.9,28,,,,,,,,,,,,,,,,,
1/28/2011,6.04,2340,2336,0.07,0.6,4,,38,30,320,320,16.1,21,1,,,,,,1,,,1,,,,,1,,
1/29/2011,5.82,105,104,0,0,4,,37,29,300,310,15,21,,,,,,,,,,,,,,,,,
1/30/2011,3.13,2303,2259,0,0,3,,44,27,30,30,13,15,1,,,,,,1,,,1,,,,,,,
1/31/2011,7.61,555,914,0,0,2,,37,29,50,50,15,17,,,,1,,,,,,,,,,,1,,
2/1/2011,2.01,2332,2331,0.1,0,2,,38,29,40,50,10.1,12.1,1,,,,,,1,,,,1,1,1,,,,
2/2/2011,10.51,2336,1807,0.66,0,1,,52,34,290,320,28,40.9,1,,,,,,,,,1,1,,1,,,,
2/3/2011,10.96,50,3,0,0,1,,37,29,300,300,23.9,40,,,,,,,,,,,,,,,,,
2/4/2011,5.59,1448,1448,0,0,0,,42,28,170,170,12.1,14.1,,,,,,,,,,,,,,,,,
2/5/2011,5.82,1922,1924,0.14,0,0,,42,34,270,270,19.9,23.9,1,,,,,,,,,1,1,,1,,,,
2/6/2011,5.82,128,413,0,0,0,,49,36,300,310,21,25.9,,,,,,,,,,,,,,,,,
2/7/2011,2.01,1657,1657,0,0,0,,50,30,120,120,10.1,12.1,1,,,,,,,,,1,,,,,,,
2/8/2011,15.88,1433,1432,0.01,0,0,,41,25,310,310,29.1,38,,,,,,,,,,,,,1,,,,
2/9/2011,8.05,1731,1731,0.01,0.1,0,,33,19,210,220,17.9,23,1,,,,,,,,,,,,,,1,,
2/10/2011,9.17,1111,1125,0,0,0,,34,24,340,340,21,25.1,1,,,,,,,,,,,,,,1,,
2/11/2011,4.03,1305,1352,0,0,0,,44,22,170,220,13,16.1,,,,,,,,,,,,,,,,,
2/12/2011,8.5,1229,1229,0,0,0,,47,23,300,300,23.9,32,,,,,,,,,,,,,,,,,
2/13/2011,11.18,1142,1147,0,0,0,,54,32,210,200,23.9,29.1,,,,,,,,,,,,,,,,,
2/14/2011,17.45,1714,1629,0,0,0,,70,43,300,280,33.1,47,,,,,,,,,,,,,,,,,
2/15/2011,12.3,224,128,0,0,0,,47,33,330,300,33.1,48.1,,,,,,,,,,,,,,,,,
2/16/2011,10.51,1127,1126,0,0,0,,58,32,200,200,21.9,25.9,,,,,,,,,,,,,,,,,
2/17/2011,9.62,1439,1438,0,0,0,,72,43,200,200,17.9,23,,,,,,,,,,,,,,,,,
2/18/2011,11.18,2346,2345,0,0,0,,77,52,290,290,29.1,38.9,,,,,,,,,,,,,,,,,
2/19/2011,21.03,1447,1541,0,0,0,,59,39,300,300,38,53,,,,,,,,,,,,,,,,,
2/20/2011,8.95,211,144,0,0,0,,50,32,320,320,25.9,36.9,,,,,,,,,,,,,1,,,,
2/21/2011,12.3,2110,2103,0.14,0.2,0,,55,30,50,40,23.9,29.1,1,,,1,,,,,,,,,1,1,1,,
2/22/2011,9.4,402,401,0.07,0.2,0,,37,27,20,20,21.9,25.9,1,,,1,,,,,,1,1,,,,1,,
2/23/2011,3.8,1917,1916,0,0,0,,46,25,100,100,8.9,10.1,,,,,,,,,,,,,,,,,
2/24/2011,10.51,1433,1429,0.06,0,0,,53,31,210,210,21.9,31.1,1,,,,,,1,,,1,,,1,,,,
2/25/2011,15.43,1547,1448,0.27,0,0,,67,37,300,300,40.9,57.9,1,,,,,,,,,1,1,,1,,,,
2/26/2011,7.83,154,154,0,0,0,,49,35,330,340,17,21,,,,,,,,,,,,,,,,,
2/27/2011,4.7,1719,46,0,0,0,,60,36,130,180,13,16.1,,,,,,,,,,,,,,,,,
2/28/2011,10.96,1927,1125,0.66,0,0,,72,42,330,340,28,36,1,,1,,,,,,,1,,,1,,,,
3/1/2011,8.5,103,807,0,0,0,,47,33,330,360,21,25.9,,,,,,,,,,,,,,,,,
3/2/2011,13.87,1828,1828,0,0,0,,64,34,340,340,29.1,34.9,,,,,,,,,,,,,,,,,
3/3/2011,8.5,3,0,0,0,0,,41,27,350,340,23,29.1,,,,,,,,,,,,,,,,,
3/4/2011,8.28,1808,1728,0,0,0,,50,30,130,130,15,19.9,,,,,,,,,,,,,,,,,
3/5/2011,11.18,1658,1711,0,0,0,,60,41,160,160,19.9,23.9,,,,,,,,,,,1,,,,,,
3/6/2011,13.65,2033,2033,1.39,0,0,,58,33,320,330,28,34.9,1,,,,,,,,,1,,,1,,,,
3/7/2011,14.54,259,356,0.02,0,0,,48,33,330,320,31.1,42.9,1,,,,,,,,,,,,1,,1,,
3/8/2011,4.92,2145,2106,0,0,0,,52,32,130,110,12.1,16.1,,,,,,,,,,,,,,,,,
3/9/2011,9.4,1512,1848,0.04,0,0,,48,36,120,110,17.9,21.9,1,,,,,,,,,1,,,1,,,,
3/10/2011,11.18,1959,1957,1.41,0,0,,56,46,290,280,30,40,1,,,,,,,,,1,1,,1,,,,
3/11/2011,9.4,1831,1823,0.02,0,0,,49,39,330,330,17,21,1,,,,,,,,,1,1,,1,,,,
3/12/2011,8.95,1449,1449,0,0,0,,58,34,210,220,29.1,34.9,,,,,,,,,,,,,,,,,
3/13/2011,11.18,1957,1113,0,0,0,,59,39,350,300,21.9,28,,,,,,,,,,,,,,,,,
3/14/2011,5.82,1006,1005,0,0,0,,53,37,330,330,17.9,25.1,,,,,,,,,,,,,,,,,
3/15/2011,8.05,1844,1843,0.23,0,0,,51,35,150,150,19.9,25.1,1,,,,,,,,,1,,,1,,,,
3/16/2011,8.95,2140,2139,0.41,0,0,,57,41,320,320,17.9,23.9,1,,,,,,1,,,1,,,1,,,,
3/17/2011,8.72,1017,1017,0,0,0,,64,43,340,340,17,21.9,,,,,,,,,,,,,,,,,
3/18/2011,9.4,2318,2312,0,0,0,,80,48,310,310,19.9,25.9,,,,,,,,,,,,,,,,,
3/19/2011,16.11,1121,1121,0,0,0,,68,47,340,340,25.9,32,,,,,,,,,,,,,,,,,
3/20/2011,8.95,2315,2314,0,0,0,,54,38,170,180,21,25.9,,,,,,,,,,,,,1,,,,
3/21/2011,11.41,747,719,0.19,0,0,,70,43,200,170,21,29.1,1,,1,,,,,,,1,,,1,,,,
3/22/2011,9.4,853,833,0,0,0,,62,49,360,10,19.9,23.9,,,,,,,,,,,,,1,,,,
3/23/2011,9.17,1941,1945,0.43,0,0,,52,44,360,360,29.1,34.9,1,,1,,,,,,,,1,,1,,,,
3/24/2011,10.51,749,1148,0.05,0,0,,44,37,40,360,19.9,23.9,1,,,,,,,,,1,1,,1,,,,
3/25/2011,10.07,1636,1401,0,0,0,,49,32,330,310,19.9,25.1,,,,,,,,,,,,,,,,,
3/26/2011,8.5,1527,1324,0,0,0,,47,32,340,340,16.1,25.1,,,,,,,,,,,,,,,,,
3/27/2011,7.83,1607,1305,0.02,0.2,0,,46,31,330,320,16.1,25.9,1,,,,,,1,,,1,,,,,1,,
3/28/2011,9.4,2359,749,0,0,0,,47,31,330,360,16.1,23,,,,,,,,,,,,,,,,,
3/29/2011,8.95,1127,1055,0,0,0,,51,34,340,320,17.9,23.9,,,,,,,,,,,,,,,,,
3/30/2011,7.61,1448,1408,0.15,0,0,,48,38,170,150,19.9,23,1,,,1,,,,,,1,1,,1,,,,
3/31/2011,8.95,1541,1540,0.04,0,0,,42,37,30,40,15,17,1,,,,,,,,,1,1,,1,,,,
4/1/2011,10.96,1642,1632,0.08,0,0,,50,37,280,270,23.9,33.1,1,,,,,,,,,1,1,,1,,,,
4/2/2011,9.62,1353,1354,0.04,0,0,,52,36,320,330,32,40.9,,,,,1,,,,,,,,1,,,,
4/3/2011,7.38,853,852,0,0,0,,60,40,330,330,19.9,28,,,1,,,,,,,,,,1,,,,
4/4/2011,15.88,1623,1622,0,0,0,,85,49,200,210,28,36.9,,,,,,,,,,,,,,,,,
4/5/2011,15.66,336,335,0.42,0,0,,72,41,280,270,40.9,55,1,,1,,,,,,1,,,,1,,,,
4/6/2011,11.41,1621,1230,0,0,0,,64,36,210,190,23.9,31.1,,,,,,,,,,,,,,,,,
4/7/2011,6.71,1622,1645,0,0,0,,69,45,60,70,17.9,19.9,,,,,,,,,,,,,,,,,
4/8/2011,9.4,1759,1833,0.35,0,0,,51,43,80,10,21,23.9,1,,,,,,,,,1,,,1,,,,
4/9/2011,5.59,231,230,0.01,0,0,,51,42,30,40,14.1,16.1,1,,,,,,,,,1,1,,1,,,,
4/10/2011,6.71,2336,2323,0,0,0,,63,49,200,200,17.9,23.9,1,,,,,,,,,1,,,,,,,
4/11/2011,13.2,1934,1933,0,0,0,,84,56,200,200,28,36.9,,,,,,,,,,,,,1,,,,
4/12/2011,11.63,1524,1524,0.19,0,0,,72,52,90,100,34.9,45,1,,,,,,,,,1,,,1,,,,
4/13/2011,10.07,1543,1542,0.31,0,0,,59,49,320,320,19.9,25.9,1,,,,,,,,,1,1,,1,,,,
4/14/2011,4.7,1155,1011,0,0,0,,71,46,330,330,13,17.9,,,,,,,,,,,,,,,,,
4/15/2011,10.29,1642,1959,0,0,0,,65,48,90,110,23,29.1,,,,,,,,,,,,,,,,,
4/16/2011,15.21,1623,1622,0.6,0,0,,63,49,140,140,44.1,57.9,1,,1,,,,,,,1,,,1,,,,
4/17/2011,12.3,1511,1408,0,0,0,,67,47,270,200,25.9,36.9,,,,,,,,,,,,,,,,,
4/18/2011,6.93,1751,1705,0,0,0,,74,51,200,200,15,21,,,,,,,,,,,,,,,,,
4/19/2011,6.26,958,957,0.01,0,0,,68,56,300,300,15,17.9,,,1,,,,,,,,,,1,,,,
4/20/2011,10.51,1721,1720,0,0,0,,86,52,320,320,25.1,34.9,,,,,,,,,,,,,,,,,
4/21/2011,13.2,604,603,0,0,0,,65,48,330,340,32,36.9,,,,,,,,,,,,,,,,,
4/22/2011,8.72,642,641,0.36,0,0,,50,43,70,70,17,21,1,,,,,,,,,1,1,,1,,,,
4/23/2011,9.17,1332,1314,0.05,0,0,,70,44,180,190,21,30,1,,,,,,,,,1,1,,1,,,,
4/24/2011,7.16,1934,1933,0.74,0,0,,85,57,260,240,19.9,29.1,1,,1,,1,,,,,,,,1,,,,
4/25/2011,8.05,1617,1618,0,0,0,,83,58,180,180,17,21.9,1,1,,,,,,,,1,,,1,,,1,
4/26/2011,13.42,1758,1757,0,0,0,,83,64,190,190,23,29.1,,,,,,,,,,,,,1,,,,
4/27/2011,13.65,1718,1717,0.01,0,0,,80,66,170,170,23.9,30,1,,1,,,,,,,,1,,1,,,,
4/28/2011,13.2,854,854,0.03,0,0,,77,61,210,220,31.1,38.9,1,,1,,,,,,,,,,1,,,,
4/29/2011,9.84,1541,1249,0,0,0,,70,54,340,310,21,28,,,,,,,,,,,,,,,,,
4/30/2011,9.62,1035,1034,0,0,0,,68,51,350,340,17.9,23,,,,,,,,,,,,,,,,,
5/1/2011,4.7,1021,1007,0.01,0,0,,61,51,200,230,12.1,15,,,,,,,,,,,,,1,,,,
5/2/2011,7.61,857,735,0,0,0,,77,55,200,210,15,19.9,,,,,,,,,,,,,1,,,,
5/3/2011,14.09,1357,2036,0.02,0,0,,81,62,190,260,29.1,38,,,,,,,,,,,,,1,,,,
5/4/2011,13.42,1725,1725,0.56,0,0,,62,46,330,330,29.1,34.9,1,,,,,,,,,1,,,1,,,,
5/5/2011,12.08,1206,1309,0,0,0,,68,46,340,310,25.1,33.1,,,,,,,,,,,,,,,,,
5/6/2011,9.17,1821,1820,0,0,0,,71,46,230,230,25.1,31.1,,,1,,,,,,,,,,1,,,,
5/7/2011,6.71,1417,2043,0,0,0,,72,51,310,300,16.1,21,,,,,,,,,,,,,1,,,,
5/8/2011,3.36,1732,1732,0,0,0,,74,54,350,340,17.9,23,,,,,,,,,,,,,1,,,,
5/9/2011,7.16,1356,1345,0,0,0,,73,53,360,350,16.1,21,,,,,,,,,,,,,,,,,
5/10/2011,5.59,1253,1252,0,0,0,,76,52,330,350,12.1,17,,,,,,,,,,,,,,,,,
5/11/2011,5.14,1748,1739,0,0,0,,77,58,110,140,15,17.9,,,,,,,,,,,,,,,,,
5/12/2011,7.83,33,1425,0,0,0,,74,54,170,260,15,21,,,,,,,,,,,,,,,,,
5/13/2011,7.61,1357,1354,0,0,0,,64,60,150,150,15,17.9,1,,,,,,,,,1,1,,1,,,,
5/14/2011,5.14,1733,1815,0.48,0,0,,67,59,100,100,12.1,14.1,1,,1,,,,,,,,1,,1,,,,
5/15/2011,6.49,1723,1722,0,0,0,,75,62,270,270,21,25.9,1,,,,,,,,,1,,,1,,,,
5/16/2011,6.71,1547,1547,0.19,0,0,,80,61,120,130,17.9,23.9,,,1,,,,,,,,,,1,,,,
5/17/2011,12.53,1507,1507,0.01,0,0,,73,63,120,130,23.9,30,,,,,,,,,,,,,1,,,,
5/18/2011,8.05,323,323,0.2,0,0,,72,62,110,110,17,21,1,,1,,,,,,,,1,,1,,,,
5/19/2011,3.8,2139,2138,0.12,0,0,,71,58,320,310,14.1,19.9,1,,1,,,,,,,1,,,1,,,,
5/20/2011,5.82,841,1417,0,0,0,,72,55,320,330,17,21.9,1,,,,,,,,,,,,1,,,,
5/21/2011,5.59,750,1528,0,0,0,,83,57,340,350,14.1,17,,,,,,,,,,,,,,,,,
5/22/2011,6.26,1707,1635,0,0,0,,81,60,130,150,15,17.9,,,,,,,,,,,,,1,,,,
5/23/2011,9.62,1454,1448,0.02,0,0,,83,64,200,210,23.9,32,1,,,,,,,,,1,,,1,,,,
5/24/2011,8.5,1544,1544,0.03,0,0,,87,67,220,220,23.9,29.1,1,,1,,,,1,,,1,,,1,,,,
5/25/2011,6.26,23,22,0,0,0,,85,65,220,220,15,17.9,,,1,,,,,,,,,,1,,,,
5/26/2011,8.5,1808,1808,0,0,0,,92,68,200,200,21,28,1,,,,,,1,,,1,,,,,,,
5/27/2011,10.51,1844,1844,0.06,0,0,,86,68,250,260,36,45,,,1,,,,,,,,,,1,,,,
5/28/2011,9.62,1318,1315,0,0,0,,84,66,180,180,16.1,21.9,,,,,,,,,,,,,1,,,,
5/29/2011,9.17,1534,1545,0,0,0,,83,69,180,180,15,17,,,,,,,,,,,,,,,,,
5/30/2011,5.37,1606,1609,0,0,0,,96,71,350,330,15,17.9,1,,,,,,1,,,1,,,,,,,
5/31/2011,4.47,1816,1240,0,0,0,,98,74,150,80,12.1,21,1,,,,,,,,,1,,,,,,,
6/1/2011,8.95,1725,1736,0.16,0,0,,98,76,200,220,23,30,1,,1,,1,,1,,,,,,,,,,
6/2/2011,12.3,1708,1716,0,0,0,,88,69,320,320,25.1,32,,,,,,,,,,,,,,,,,
6/3/2011,10.07,1541,1536,0,0,0,,81,63,340,360,17,23,,,,,,,,,,,,,,,,,
6/4/2011,4.7,1540,1540,0,0,0,,85,61,360,350,17.9,21.9,,,,,,,,,,,,,,,,,
6/5/2011,6.26,705,704,0,0,0,,82,70,70,70,14.1,17,,,,,,,,,,,,,1,,,,
6/6/2011,5.14,1649,743,0,0,0,,88,66,360,90,13,23.9,,,,,,,,,,,,,,,,,
6/7/2011,7.83,1343,1342,0,0,0,,90,68,210,220,17.9,23,,,,,,,,,,,,,,,,,
6/8/2011,5.82,1424,1431,0,0,0,,99,72,350,350,15,17.9,1,,,,,,1,,,,,,,,,,
6/9/2011,6.71,1935,2343,0,0,0,,102,79,290,260,21,25.9,1,,1,,,,1,,,1,,,1,,,,
6/10/2011,5.59,121,55,0.04,0,0,,94,74,30,10,21.9,28,,,1,,,,,,,,,,1,,,,
6/11/2011,7.38,1701,1701,0,0,0,,93,74,190,190,19.9,21.9,,,,,,,1,,,,,,1,,,,
6/12/2011,6.93,1634,1630,0.07,0,0,,90,71,310,290,17,23,,,1,,,,,,,,,,1,,,,
6/13/2011,12.97,255,1733,0,0,0,,81,65,350,330,21.9,25.9,,,,,,,,,,,,,,,,,
6/14/2011,11.41,2335,2334,0,0,0,,78,64,20,30,19.9,25.1,,,,,,,,,,,,,1,,,,
6/15/2011,7.38,24,32,0,0,0,,84,59,20,20,19.9,23,,,,,,,,,,,,,,,,,
6/16/2011,8.5,2229,2228,0.83,0,0,,83,66,190,200,33.1,51.9,1,,1,,,,,,,1,,,1,,,,
6/17/2011,6.49,1808,632,0.2,0,0,,88,64,230,330,25.1,31.1,,,1,,,,1,,,,,,1,,,,
6/18/2011,4.92,1408,1408,0,0,0,,89,69,350,350,14.1,17.9,,,1,,,,,,,,,,1,,,,
6/19/2011,4.7,2142,1946,0.01,0,0,,84,75,180,200,10.1,13,,,,,,,,,,,,,1,,,,
6/20/2011,6.49,939,939,0.34,0,0,,80,67,60,70,14.1,17,1,,,,,,,,,1,,,1,,,,
6/21/2011,7.16,822,651,0.01,0,0,,87,70,170,260,15,21.9,,,1,,,,,,,,,,1,,,,
6/22/2011,7.16,1710,1334,0,0,0,,90,73,220,240,17,23,,,,,,,1,,,,,,1,,,,
6/23/2011,9.62,1337,1811,0,0,0,,86,76,210,200,21,25.1,,,,,,,,,,,,,1,,,,
6/24/2011,8.95,1527,1527,0,0,0,,90,73,260,270,21.9,28,,,,,,,,,,,,,,,,,
6/25/2011,8.5,2237,2230,0,0,0,,85,72,320,330,16.1,21.9,,,,,,,,,,,,,,,,,
6/26/2011,5.14,1433,1547,0.01,0,0,,86,67,240,270,13,16.1,,,,,,,,,,,,,1,,,,
6/27/2011,4.47,8,650,0.01,0,0,,84,70,350,40,12.1,14.1,,,,,,,,,,,,,1,,,,
6/28/2011,6.71,2113,2112,0,0,0,,95,74,190,190,21,25.9,,,1,,,,1,,,,,,1,,,,
6/29/2011,10.74,858,1428,0,0,0,,89,74,320,350,17.9,25.9,,,,,,,,,,,,,,,,,
6/30/2011,7.61,1721,1205,0,0,0,,88,67,340,310,16.1,21.9,,,,,,,,,,,,,,,,,
7/1/2011,5.37,1735,600,0,0,0,,91,69,330,360,14.1,21,,,,,,,,,,,,,,,,,
7/2/2011,5.14,2026,1528,0,0,0,,95,68,190,10,14.1,17.9,,,,,,,,,,,,,,,,,
7/3/2011,6.93,1733,1731,0.87,0,0,,94,70,340,330,40,51.9,1,,1,,,,,,1,,,,1,,,,
7/4/2011,3.58,2310,2310,0,0,0,,91,73,340,340,16.1,17.9,,,,,,,1,,,,,,1,,,,
7/5/2011,5.59,2144,625,0,0,0,,91,74,180,60,12.1,15,,,,,,,,,,,,,1,,,,
7/6/2011,6.26,1717,1110,0.07,0,0,,86,76,180,270,13,23,,,,,,,1,,,,,,1,,,,
7/7/2011,6.93,1959,1731,0,0,0,,95,73,50,240,17,21.9,1,,,,,,1,,,1,,,,,,,
7/8/2011,8.28,1639,1544,0.6,0,0,,87,75,30,350,17.9,25.1,1,,1,,,,1,,,1,,,1,,,,
7/9/2011,7.38,831,1215,0,0,0,,92,72,20,30,17,21.9,1,,,,,,1,,,1,,,,,,,
7/10/2011,7.61,1244,1530,0,0,0,,92,73,170,170,15,19.9,,,,,,,,,,,,,,,,,
7/11/2011,11.41,1939,1940,0,0,0,,95,76,340,330,23.9,25.9,,,1,,,,,,,,,,,,,,
7/12/2011,8.5,1335,1334,0,0,0,,97,77,350,350,19.9,25.1,,,,,,,,,,,,,,,,,
7/13/2011,6.93,1402,1402,1.05,0,0,,93,74,330,340,31.1,38.9,1,,1,,,,,,1,,,,1,,,,
7/14/2011,9.84,808,805,0,0,0,,85,68,10,10,17.9,25.1,,,,,,,,,,,,,,,,,
7/15/2011,7.61,1828,1043,0,0,0,,82,69,180,210,13,17,,,,,,,,,,,,,,,,,
7/16/2011,8.72,1346,1345,0,0,0,,86,67,180,190,17,21,,,,,,,,,,,,,,,,,
7/17/2011,10.07,1641,1640,0,0,0,,89,72,180,190,17,21,,,,,,,,,,,,,,,,,
7/18/2011,8.95,1720,1752,0,0,0,,93,73,200,250,16.1,23,,,,,,,,,,,,,,,,,
7/19/2011,5.82,1449,1530,0.24,0,0,,97,79,240,310,17.9,21,,,1,,,,1,,,,,,1,,,,
7/20/2011,4.92,2217,1616,0,0,0,,94,77,180,140,13,15,1,,,,,,1,,,1,,,,,,,
7/21/2011,9.17,1448,1533,0,0,0,,99,80,190,210,17,23.9,1,,,,,,1,,,,,,,,,,
7/22/2011,5.59,1626,1625,0,0,0,,102,83,340,340,16.1,21,,,1,,,,1,,,,,,1,,,,
7/23/2011,6.49,1831,1827,0,0,0,,102,84,190,180,23,29.1,,,,,,,,,,,,,,,,,
7/24/2011,6.71,907,906,0,0,0,,97,84,330,340,17.9,23,,,,,,,1,,,,,,,,,,
7/25/2011,4.25,1519,1513,0.2,0,0,,93,78,50,40,19.9,23,,,1,,,,1,,,,,,1,,,,
7/26/2011,8.5,1806,1658,0,0,0,,95,76,200,180,17,23.9,,,,,,,,,,,,,,,,,
7/27/2011,7.83,1425,1424,0,0,0,,93,78,340,350,17.9,23,,,,,,,,,,,,,,,,,
7/28/2011,7.38,2034,2042,0,0,0,,95,78,180,190,14.1,16.1,,,,,,,,,,,,,,,,,
7/29/2011,7.61,1941,1941,0,0,0,,104,80,330,320,21.9,25.9,1,,,,,,1,,,,,,,,,,
7/30/2011,7.16,953,1442,0,0,0,,97,81,10,330,15,21,,,,,,,1,,,,,,,,,,
7/31/2011,7.16,2023,2058,0,0,0,,99,80,180,230,17,21.9,,,,,,,,,,,,,,,,,
8/1/2011,6.71,1629,1614,0,0,0,,100,75,270,270,25.9,32,,,1,,,,,,,,,,,,,,
8/2/2011,8.72,823,1256,0,0,0,,98,74,340,290,21,30,,,,,,,,,,,,,,,,,
8/3/2011,5.37,620,559,0.28,0,0,,87,76,270,270,21.9,29.1,1,,,,,,1,,,1,,,1,,,,
8/4/2011,8.95,1754,1618,0.01,0,0,,88,75,80,50,17,21.9,1,,,,,,1,,,1,,,1,,,,
8/5/2011,7.61,1918,1738,0,0,0,,88,72,180,190,14.1,17,,,,,,,,,,,,,,,,,
8/6/2011,10.29,1747,1612,0.04,0,0,,93,74,180,220,21.9,25.9,1,,,,,,,,,,,,1,,,,
8/7/2011,7.38,1642,1641,0.67,0,0,,97,77,270,280,25.9,34.9,1,,1,,,,1,,,1,,,1,,,,
8/8/2011,8.05,1030,1307,0,0,0,,94,76,340,350,19.9,23.9,,,,,,,,,,,,,,,,,
8/9/2011,6.04,1640,1639,0,0,0,,95,77,230,230,19.9,29.1,,,,,,,1,,,,,,,,,,
8/10/2011,8.5,1110,1138,0,0,0,,93,75,330,300,19.9,25.1,,,,,,,,,,,,,,,,,
8/11/2011,7.16,1203,1208,0,0,0,,89,72,340,320,16.1,21,,,,,,,,,,,,,,,,,
8/12/2011,5.59,1736,1325,0,0,0,,90,70,110,320,16.1,21,,,,,,,,,,,,,,,,,
8/13/2011,9.62,1151,1151,0.41,0,0,,86,74,180,170,28,38.9,1,,1,,,,1,,,1,,,1,,,,
8/14/2011,8.5,2123,2122,1.37,0,0,,85,69,350,350,29.1,36.9,1,,1,,,,,,,1,,,1,,,,
8/15/2011,8.05,1502,1501,0,0,0,,86,68,340,340,17.9,28,,,1,,,,,,,,,,1,,,,
8/16/2011,9.84,1406,1404,0,0,0,,88,72,360,350,21,28,,,,,,,,,,,,,,,,,
8/17/2011,6.04,1745,1812,0,0,0,,90,71,180,180,14.1,16.1,,,,,,,,,,,,,,,,,
8/18/2011,10.07,1749,1614,0,0,0,,91,74,340,190,19.9,23.9,,,1,,,,1,,,,,,1,,,,
8/19/2011,4.7,1840,1839,1.61,0,0,,89,69,270,280,28,44.1,1,,1,,,,1,,1,,,,,,,,
8/20/2011,4.7,2130,2113,0,0,0,,88,69,180,190,12.1,15,1,,,,,,1,,,1,,,,,,,
8/21/2011,10.07,1436,1435,0.27,0,0,,90,76,330,330,21,25.1,,,1,,,,,,,,,,1,,,,
8/22/2011,11.63,1439,1436,0,0,0,,84,70,340,350,21,32,,,,,,,,,,,,,1,,,,
8/23/2011,6.26,1921,604,0,0,0,,81,63,140,340,13,16.1,,,,,,,,,,,,,,,,,
8/24/2011,10.74,1249,1249,0,0,0,,87,65,190,190,23,31.1,,,,,,,,,,,,,,,,,
8/25/2011,9.84,1812,1926,0.42,0,0,,85,71,200,220,21.9,25.1,1,,1,,,,,,,1,,,1,,,,
8/26/2011,3.58,1618,1031,0.01,0,0,,90,70,120,90,14.1,21.9,,,,,,,,,,,,,1,,,,
8/27/2011,21.92,2342,2348,3.33,0,0,,79,72,350,360,45,59.1,1,,,,,,,,,,,,1,,,,
8/28/2011,16.11,25,25,0.5,0,0,,87,71,340,340,47,59.9,1,,,,,,,,,,,,1,,,,
8/29/2011,6.93,1815,1728,0,0,0,,81,66,340,350,13,15,,,,,,,,,,,,,,,,,
